price,millage,location,year,make,model,city,state,accidents,owners,use,name
11495,100098,"Elizabeth,  NJ",2014,Ford,Explorer,Elizabeth, NJ,0,1.0,Personal,Ford Explorer
230995,9929,"New York,  NY",2019,Lamborghini,Urus,New York, NY,0,1.0,Personal,Lamborghini Urus
4500,149999,"Kearny,  NJ",2008,Volkswagen,Jetta,Kearny, NJ,0,4.0,Personal,Volkswagen Jetta
40995,20488,"New York,  NY",2018,Porsche,Macan,New York, NY,0,1.0,Personal,Porsche Macan
22972,115437,"Jersey City,  NJ",2015,BMW,4 Series,Jersey City, NJ,0,3.0,Personal,BMW 4 Series
39986,6540,"Secaucus,  NJ",2019,Audi,A5,Secaucus, NJ,0,1.0,Personal,Audi A5
17800,92613,"Jersey City,  NJ",2013,Subaru,Impreza WRX,Jersey City, NJ,0,1.0,Personal,Subaru Impreza WRX
16942,65372,"Carlstadt,  NJ",2017,Mercedes-Benz,Metris Passenger Van,Carlstadt, NJ,0,1.0,Personal,Mercedes-Benz Metris Passenger Van
35998,15794,"New York,  NY",2017,Volvo,XC90,New York, NY,0,1.0,Personal,Volvo XC90
11599,115458,"Union City,  NJ",2011,Jeep,Grand Cherokee,Union City, NJ,0,3.0,Personal,Jeep Grand Cherokee
7981,48289,"New York,  NY",2013,Volkswagen,Jetta,New York, NY,0,2.0,Personal,Volkswagen Jetta
7950,133794,"Hillside,  NJ",2012,GMC,Acadia,Hillside, NJ,0,2.0,Personal,GMC Acadia
12642,93784,"Carlstadt,  NJ",2010,Ford,F-150,Carlstadt, NJ,0,2.0,Personal,Ford F-150
29995,15147,"New York,  NY",2017,Lexus,NX,New York, NY,0,1.0,Personal,Lexus NX
12859,23576,"Brooklyn,  NY",2017,Nissan,Sentra,Brooklyn, NY,0,2.0,Fleet,Nissan Sentra
4995,167738,"Hasbrouck Heights,  NJ",2012,Toyota,Prius,Hasbrouck Heights, NJ,3,3.0,Personal,Toyota Prius
48595,18069,"New York,  NY",2019,Volvo,XC90,New York, NY,0,1.0,Personal,Volvo XC90
15208,29879,"Hillside,  NJ",2017,Toyota,Camry,Hillside, NJ,0,1.0,Personal,Toyota Camry
25888,9991,"Long Island City,  NY",2018,Jeep,Grand Cherokee,Long Island City, NY,0,1.0,Fleet,Jeep Grand Cherokee
2200,185900,"Staten Island,  NY",2005,Mitsubishi,Endeavor,Staten Island, NY,0,4.0,Personal,Mitsubishi Endeavor
18900,13057,"Hillside,  NJ",2019,Nissan,Rogue,Hillside, NJ,0,1.0,Personal,Nissan Rogue
33686,5665,"Secaucus,  NJ",2019,Audi,A4,Secaucus, NJ,0,1.0,Personal,Audi A4
28480,31715,"New York,  NY",2016,Volvo,XC70,New York, NY,0,1.0,Personal,Volvo XC70
12999,142077,"Brooklyn,  NY",2014,Chrysler,300,Brooklyn, NY,0,2.0,Personal,Chrysler 300
17999,37240,"Union City,  NJ",2017,Honda,Accord,Union City, NJ,1,1.0,Personal,Honda Accord
13450,108441,"Jersey City,  NJ",2014,Honda,Civic,Jersey City, NJ,0,2.0,Personal,Honda Civic
10982,125988,"Hasbrouck Heights,  NJ",2012,Chevrolet,Silverado 1500,Hasbrouck Heights, NJ,2,1.0,Personal,Chevrolet Silverado 1500
13905,38766,"Elizabeth,  NJ",2017,Toyota,RAV4,Elizabeth, NJ,1,1.0,Personal,Toyota RAV4
6995,169905,"Newark,  NJ",2010,Toyota,Sienna,Newark, NJ,0,2.0,Personal,Toyota Sienna
17888,19112,"Brooklyn,  NY",2017,Honda,HR-V,Brooklyn, NY,0,1.0,Personal,Honda HR-V
7800,95090,"Brooklyn,  NY",2015,Hyundai,Sonata,Brooklyn, NY,0,1.0,Personal,Hyundai Sonata
13981,78507,"Long Island City,  NY",2017,Honda,Accord,Long Island City, NY,0,1.0,Personal,Honda Accord
125995,9298,"New York,  NY",2015,Porsche,911,New York, NY,0,2.0,Personal,Porsche 911
2795,172400,"Staten Island,  NY",1999,Honda,CR-V,Staten Island, NY,2,2.0,Personal,Honda CR-V
21995,53669,"Union City,  NJ",2015,Honda,Odyssey,Union City, NJ,0,1.0,Personal,Honda Odyssey
34999,44563,"New York,  NY",2017,Volvo,V90 Cross Country,New York, NY,0,1.0,Personal,Volvo V90 Cross Country
7750,121777,"Brooklyn,  NY",2007,BMW,X5,Brooklyn, NY,0,4.0,Personal,BMW X5
14500,35369,"Hillside,  NJ",2017,Toyota,Camry,Hillside, NJ,0,2.0,Personal,Toyota Camry
23574,23496,"Long Island City,  NY",2017,Mercedes-Benz,CLA,Long Island City, NY,1,1.0,Personal,Mercedes-Benz CLA
18690,19951,"Elmhurst,  NY",2019,Honda,Accord,Elmhurst, NY,0,1.0,Personal,Honda Accord
18995,90068,"Brooklyn,  NY",2014,BMW,X5,Brooklyn, NY,1,4.0,Fleet,BMW X5
27998,30453,"Brooklyn,  NY",2017,Toyota,RAV4,Brooklyn, NY,0,2.0,Personal,Toyota RAV4
1995,232753,"Hasbrouck Heights,  NJ",2000,Nissan,Xterra,Hasbrouck Heights, NJ,1,5.0,Personal,Nissan Xterra
24295,18354,"Brooklyn,  NY",2016,Lexus,ES,Brooklyn, NY,0,1.0,Personal,Lexus ES
5695,64835,"Belleville,  NJ",2006,Nissan,Altima,Belleville, NJ,1,4.0,Personal,Nissan Altima
23792,85908,"Jersey City,  NJ",2014,BMW,X6,Jersey City, NJ,0,2.0,Personal,BMW X6
15499,114290,"Union City,  NJ",2016,Honda,CR-V,Union City, NJ,0,1.0,Personal,Honda CR-V
18905,47081,"Elizabeth,  NJ",2017,Ford,Explorer,Elizabeth, NJ,0,1.0,Personal,Ford Explorer
27972,78293,"Jersey City,  NJ",2013,Mercedes-Benz,GL,Jersey City, NJ,0,1.0,Personal,Mercedes-Benz GL
22397,24914,"New York,  NY",2019,Toyota,RAV4,New York, NY,0,1.0,Personal,Toyota RAV4
16995,27668,"Newark,  NJ",2018,Toyota,Camry,Newark, NJ,0,2.0,Personal,Toyota Camry
4500,131568,"Hillside,  NJ",2010,Nissan,Rogue,Hillside, NJ,0,3.0,Personal,Nissan Rogue
25995,54843,"Union City,  NJ",2017,Jeep,Grand Cherokee,Union City, NJ,1,1.0,Personal,Jeep Grand Cherokee
11542,81813,"Carlstadt,  NJ",2013,BMW,5 Series,Carlstadt, NJ,0,2.0,Fleet,BMW 5 Series
19995,7753,"Newark,  NJ",2020,Nissan,Altima,Newark, NJ,0,1.0,Fleet,Nissan Altima
8900,47482,"Hillside,  NJ",2017,Hyundai,Elantra,Hillside, NJ,2,3.0,Personal,Hyundai Elantra
12495,110616,"Union City,  NJ",2013,INFINITI,JX35,Union City, NJ,0,2.0,Personal,INFINITI JX35
5295,130782,"Newark,  NJ",2013,Nissan,Sentra,Newark, NJ,0,2.0,Fleet,Nissan Sentra
14966,9738,"Bloomfield,  NJ",2019,Nissan,Sentra,Bloomfield, NJ,0,1.0,Personal,Nissan Sentra
15900,53819,"Hillside,  NJ",2016,Mercedes-Benz,Metris Passenger Van,Hillside, NJ,0,2.0,Personal,Mercedes-Benz Metris Passenger Van
15995,51019,"Long Island City,  NY",2017,Hyundai,Santa Fe Sport,Long Island City, NY,0,1.0,Personal,Hyundai Santa Fe Sport
20495,26922,"Brooklyn,  NY",2015,Nissan,Armada,Brooklyn, NY,0,1.0,Personal,Nissan Armada
17495,34719,"Elizabeth,  NJ",2017,Audi,A4,Elizabeth, NJ,1,1.0,Fleet,Audi A4
12990,52977,"Elmhurst,  NY",2018,Honda,HR-V,Elmhurst, NY,0,1.0,Personal,Honda HR-V
21995,67842,"Brooklyn,  NY",2017,Dodge,Durango,Brooklyn, NY,0,1.0,Personal,Dodge Durango
8570,94966,"Bloomfield,  NJ",2015,Nissan,Altima,Bloomfield, NJ,0,3.0,Fleet,Nissan Altima
38686,5649,"Secaucus,  NJ",2019,Audi,A5,Secaucus, NJ,0,1.0,Personal,Audi A5
15995,67211,"Union City,  NJ",2013,Toyota,Sienna,Union City, NJ,1,1.0,Personal,Toyota Sienna
17495,34719,"Elizabeth,  NJ",2017,Audi,A4,Elizabeth, NJ,1,1.0,Fleet,Audi A4
15905,33099,"Hackensack,  NJ",2019,Nissan,Altima,Hackensack, NJ,0,1.0,Personal,Nissan Altima
9995,125102,"Brooklyn,  NY",2014,Toyota,Sienna,Brooklyn, NY,0,2.0,Personal,Toyota Sienna
12995,110020,"Bayonne,  NJ",2016,Ford,Edge,Bayonne, NJ,0,1.0,Personal,Ford Edge
8995,118180,"Union City,  NJ",2009,Toyota,Venza,Union City, NJ,0,1.0,Personal,Toyota Venza
14499,57650,"Teterboro,  NJ",2012,Lexus,RX,Teterboro, NJ,0,1.0,Personal,Lexus RX
21249,23235,"Bloomfield,  NJ",2019,Hyundai,Santa Fe,Bloomfield, NJ,1,1.0,Personal,Hyundai Santa Fe
27995,45658,"Ridgewood,  NY",2018,Toyota,Highlander,Ridgewood, NY,0,1.0,Fleet,Toyota Highlander
2999,139628,"Garfield,  NJ",2008,Chevrolet,Equinox,Garfield, NJ,0,4.0,Personal,Chevrolet Equinox
4999,148870,"Garfield,  NJ",2009,Volvo,XC70,Garfield, NJ,0,3.0,Personal,Volvo XC70
16990,21368,"New York,  NY",2018,Chevrolet,Equinox,New York, NY,0,1.0,Personal,Chevrolet Equinox
26872,25625,"Hazlet,  NJ",2017,Jeep,Grand Cherokee,Hazlet, NJ,0,1.0,Personal,Jeep Grand Cherokee
39995,3533,"Union,  NJ",2020,Mercedes-Benz,CLA,Union, NJ,0,1.0,Personal,Mercedes-Benz CLA
31495,39448,"Bronx,  NY",2016,Land,Rover Range Rover Sport,Bronx, NY,1,1.0,Personal,Land Rover Range Rover Sport
9990,101828,"New York,  NY",2013,Chevrolet,Volt,New York, NY,0,1.0,Personal,Chevrolet Volt
17984,88193,"Jersey City,  NJ",2013,BMW,7 Series,Jersey City, NJ,0,2.0,Personal,BMW 7 Series
18453,61021,"Elizabeth,  NJ",2013,GMC,Acadia,Elizabeth, NJ,1,1.0,Personal,GMC Acadia
47990,40663,"New York,  NY",2017,Tesla,Model S,New York, NY,0,2.0,Personal,Tesla Model S
8995,87088,"Elmhurst,  NY",2015,Volkswagen,Jetta,Elmhurst, NY,0,1.0,Personal,Volkswagen Jetta
18495,34696,"Hasbrouck Heights,  NJ",2017,Volvo,S60,Hasbrouck Heights, NJ,0,1.0,Personal,Volvo S60
13990,30478,"New York,  NY",2019,Nissan,Sentra,New York, NY,0,1.0,Personal,Nissan Sentra
9942,85687,"Carlstadt,  NJ",2013,Ford,Fusion,Carlstadt, NJ,0,3.0,Fleet,Ford Fusion
20968,16953,"Hillside,  NJ",2017,Nissan,Rogue,Hillside, NJ,1,1.0,Personal,Nissan Rogue
19477,39654,"Bloomfield,  NJ",2017,Subaru,Forester,Bloomfield, NJ,0,1.0,Personal,Subaru Forester
13449,103284,"Verona,  NJ",2008,Lexus,LS,Verona, NJ,0,1.0,Personal,Lexus LS
11994,11190,"Forest Hills,  NY",2016,Chevrolet,Cruze,Forest Hills, NY,0,1.0,Personal,Chevrolet Cruze
10990,52011,"New York,  NY",2014,Volkswagen,Passat,New York, NY,0,2.0,Fleet,Volkswagen Passat
28990,73016,"New York,  NY",2016,Porsche,Macan,New York, NY,0,2.0,Personal,Porsche Macan
17295,35635,"Union,  NJ",2017,Honda,Accord,Union, NJ,0,2.0,Personal,Honda Accord
15500,23662,"Mamaroneck,  NY",2017,Toyota,Camry,Mamaroneck, NY,0,1.0,Personal,Toyota Camry
26590,22004,"New York,  NY",2017,Jeep,Grand Cherokee,New York, NY,0,1.0,Personal,Jeep Grand Cherokee
14990,35938,"New York,  NY",2017,Ford,Escape,New York, NY,0,1.0,Personal,Ford Escape
18799,116499,"Union City,  NJ",2013,Jeep,Wrangler,Union City, NJ,1,2.0,Personal,Jeep Wrangler
8990,32324,"Elmhurst,  NY",2017,Nissan,Sentra,Elmhurst, NY,0,1.0,Personal,Nissan Sentra
10895,33198,"Lodi,  NJ",2017,Nissan,Altima,Lodi, NJ,0,1.0,Personal,Nissan Altima
32990,45837,"Elmhurst,  NY",2018,Audi,S4,Elmhurst, NY,0,1.0,Personal,Audi S4
14495,28268,"Bayonne,  NJ",2019,Hyundai,Tucson,Bayonne, NJ,0,1.0,Personal,Hyundai Tucson
14542,20132,"Carlstadt,  NJ",2015,Honda,Accord,Carlstadt, NJ,0,2.0,Personal,Honda Accord
14980,33678,"Yonkers,  NY",2017,Nissan,Rogue,Yonkers, NY,0,2.0,Personal,Nissan Rogue
25797,29042,"Little Falls,  NJ",2018,Audi,A5,Little Falls, NJ,1,3.0,Personal,Audi A5
8999,102312,"Irvington,  NJ",2016,Toyota,Corolla,Irvington, NJ,0,2.0,Fleet,Toyota Corolla
4999,165920,"Garfield,  NJ",2009,Toyota,Avalon,Garfield, NJ,0,1.0,Personal,Toyota Avalon
14900,59565,"New York,  NY",2017,Toyota,Camry,New York, NY,0,2.0,Fleet,Toyota Camry
2995,85785,"Garfield,  NJ",2007,Ford,Freestyle,Garfield, NJ,3,3.0,Personal,Ford Freestyle
13888,27176,"Bronx,  NY",2017,Nissan,Sentra,Bronx, NY,0,1.0,Personal,Nissan Sentra
27495,60200,"New York,  NY",2015,Lexus,GX,New York, NY,0,1.0,Personal,Lexus GX
17145,19004,"Brooklyn,  NY",2017,Honda,Accord,Brooklyn, NY,0,1.0,Personal,Honda Accord
24897,39339,"New York,  NY",2019,Mazda,CX-9,New York, NY,0,1.0,Personal,Mazda CX-9
38439,12163,"Englewood,  NJ",2020,Mercedes-Benz,GLC,Englewood, NJ,0,1.0,Personal,Mercedes-Benz GLC
16295,21805,"Union,  NJ",2017,Honda,Accord,Union, NJ,0,1.0,Personal,Honda Accord
9990,10082,"Elmhurst,  NY",2017,Nissan,Sentra,Elmhurst, NY,0,1.0,Personal,Nissan Sentra
18070,35518,"Jersey City,  NJ",2019,Nissan,Rogue,Jersey City, NJ,0,1.0,Personal,Nissan Rogue
17990,32065,"New York,  NY",2017,Buick,Envision,New York, NY,0,1.0,Personal,Buick Envision
16750,40949,"Avenel,  NJ",2017,INFINITI,QX50,Avenel, NJ,1,1.0,Personal,INFINITI QX50
16903,3797,"Yonkers,  NY",2019,Nissan,Altima,Yonkers, NY,0,1.0,Personal,Nissan Altima
9995,81711,"Hasbrouck Heights,  NJ",2008,Lexus,RX,Hasbrouck Heights, NJ,0,3.0,Personal,Lexus RX
32195,17428,"Hasbrouck Heights,  NJ",2017,Mercedes-Benz,E-Class,Hasbrouck Heights, NJ,0,1.0,Personal,Mercedes-Benz E-Class
15927,15369,"West Caldwell,  NJ",2017,Honda,Accord,West Caldwell, NJ,0,1.0,Personal,Honda Accord
22792,85399,"Jersey City,  NJ",2014,BMW,6 Series,Jersey City, NJ,0,3.0,Fleet,BMW 6 Series
5995,97783,"Saddle Brook,  NJ",2014,Volkswagen,Jetta,Saddle Brook, NJ,0,1.0,Personal,Volkswagen Jetta
15997,35412,"New York,  NY",2020,Toyota,Corolla,New York, NY,0,1.0,Personal,Toyota Corolla
29536,29705,"Keyport,  NJ",2016,Ford,F-150,Keyport, NJ,0,1.0,Personal,Ford F-150
25246,31542,"Edison,  NJ",2017,Lexus,ES,Edison, NJ,0,1.0,Personal,Lexus ES
5595,163479,"Jamaica,  NY",2008,BMW,3 Series,Jamaica, NY,0,4.0,Personal,BMW 3 Series
16990,9243,"New York,  NY",2019,Kia,Optima,New York, NY,0,1.0,Fleet,Kia Optima
20900,25711,"Florham Park,  NJ",2017,Jeep,Grand Cherokee,Florham Park, NJ,0,1.0,Personal,Jeep Grand Cherokee
11297,29921,"New York,  NY",2019,Ford,Fiesta,New York, NY,0,1.0,Personal,Ford Fiesta
18058,62255,"Forest Hills,  NY",2015,Mercedes-Benz,M-Class,Forest Hills, NY,1,3.0,Personal,Mercedes-Benz M-Class
13995,66262,"Union City,  NJ",2014,Audi,A4,Union City, NJ,0,1.0,Personal,Audi A4
3999,154025,"Garfield,  NJ",2008,Jeep,Grand Cherokee,Garfield, NJ,0,1.0,Personal,Jeep Grand Cherokee
30894,19749,"Morristown,  NJ",2017,BMW,3 Series,Morristown, NJ,0,1.0,Personal,BMW 3 Series
10900,9040,"Hillside,  NJ",2017,Kia,Forte,Hillside, NJ,0,1.0,Personal,Kia Forte
14498,136495,"South Hackensack,  NJ",2015,Ford,Explorer,South Hackensack, NJ,1,1.0,Personal,Ford Explorer
10997,24059,"Hillside,  NJ",2015,Kia,Optima,Hillside, NJ,0,1.0,Personal,Kia Optima
12900,10618,"Hillside,  NJ",2019,Hyundai,Elantra,Hillside, NJ,0,1.0,Personal,Hyundai Elantra
5495,50120,"Saddle Brook,  NJ",2008,Ford,Taurus,Saddle Brook, NJ,0,2.0,Personal,Ford Taurus
19795,27522,"Paramus,  NJ",2017,Honda,Accord,Paramus, NJ,0,1.0,Personal,Honda Accord
27688,53412,"Little Falls,  NJ",2016,Lexus,GX,Little Falls, NJ,0,1.0,Fleet,Lexus GX
23995,20351,"Elizabeth,  NJ",2017,Mercedes-Benz,C-Class,Elizabeth, NJ,1,1.0,Personal,Mercedes-Benz C-Class
15275,45410,"Belford,  NJ",2017,Nissan,Rogue,Belford, NJ,0,1.0,Personal,Nissan Rogue
14680,11715,"Wayne,  NJ",2019,Hyundai,Sonata,Wayne, NJ,0,1.0,Personal,Hyundai Sonata
4495,128776,"Belleville,  NJ",2011,Nissan,Sentra,Belleville, NJ,0,2.0,Personal,Nissan Sentra
23722,7959,"Forest Hills,  NY",2017,Chrysler,Pacifica,Forest Hills, NY,0,1.0,Personal,Chrysler Pacifica
9998,87310,"Yonkers,  NY",2010,Mercedes-Benz,GLK,Yonkers, NY,0,4.0,Personal,Mercedes-Benz GLK
17990,7126,"New York,  NY",2017,Toyota,Camry,New York, NY,0,1.0,Personal,Toyota Camry
4995,150452,"Garfield,  NJ",2006,BMW,3 Series,Garfield, NJ,2,2.0,Personal,BMW 3 Series
13990,47830,"New York,  NY",2017,Nissan,Altima,New York, NY,0,1.0,Fleet,Nissan Altima
5995,115116,"Long Island City,  NY",2011,Ford,Escape,Long Island City, NY,2,4.0,Fleet,Ford Escape
4900,174454,"Hillside,  NJ",2011,GMC,Acadia,Hillside, NJ,2,4.0,Personal,GMC Acadia
16990,54734,"Elmhurst,  NY",2017,Acura,RDX,Elmhurst, NY,0,1.0,Personal,Acura RDX
18995,25989,"Union City,  NJ",2017,Honda,Accord,Union City, NJ,0,1.0,Personal,Honda Accord
15981,61727,"New York,  NY",2016,Volkswagen,Jetta,New York, NY,0,1.0,Personal,Volkswagen Jetta
16536,29588,"Union,  NJ",2017,Honda,Accord,Union, NJ,0,1.0,Personal,Honda Accord
14990,19318,"Elmhurst,  NY",2017,Toyota,RAV4,Elmhurst, NY,0,1.0,Personal,Toyota RAV4
16542,11615,"Carlstadt,  NJ",2019,Subaru,Impreza,Carlstadt, NJ,0,1.0,Fleet,Subaru Impreza
3999,109811,"Teterboro,  NJ",2007,Jeep,Liberty,Teterboro, NJ,0,3.0,Personal,Jeep Liberty
18488,1130,"Bloomfield,  NJ",2019,Subaru,Impreza,Bloomfield, NJ,0,1.0,Personal,Subaru Impreza
16995,72397,"Union City,  NJ",2016,Honda,Odyssey,Union City, NJ,0,2.0,Personal,Honda Odyssey
5795,78100,"Lyndhurst,  NJ",2009,Kia,Sorento,Lyndhurst, NJ,0,4.0,Personal,Kia Sorento
21900,27027,"Kearny,  NJ",2017,Hyundai,Tucson,Kearny, NJ,0,1.0,Personal,Hyundai Tucson
13555,19458,"Newark,  NJ",2019,Kia,Optima,Newark, NJ,0,2.0,Fleet,Kia Optima
9995,114168,"Bayonne,  NJ",2012,BMW,5 Series,Bayonne, NJ,0,4.0,Fleet,BMW 5 Series
35706,23269,"New York,  NY",2017,Mercedes-Benz,GLC,New York, NY,0,1.0,Personal,Mercedes-Benz GLC
26905,49043,"Elizabeth,  NJ",2017,BMW,X5,Elizabeth, NJ,0,1.0,Personal,BMW X5
12599,95345,"Brooklyn,  NY",2012,BMW,X5,Brooklyn, NY,0,2.0,Personal,BMW X5
7942,89951,"Carlstadt,  NJ",2012,Toyota,Corolla,Carlstadt, NJ,1,3.0,Personal,Toyota Corolla
26995,13023,"New York,  NY",2017,Lexus,IS,New York, NY,0,1.0,Personal,Lexus IS
26295,29765,"Hasbrouck Heights,  NJ",2018,Mercedes-Benz,C-Class,Hasbrouck Heights, NJ,0,1.0,Personal,Mercedes-Benz C-Class
17542,35916,"Carlstadt,  NJ",2017,GMC,Savana Passenger,Carlstadt, NJ,0,1.0,Personal,GMC Savana Passenger
19501,52979,"Verona,  NJ",2017,Lincoln,MKX,Verona, NJ,0,4.0,Fleet,Lincoln MKX
59901,37478,"New York,  NY",2017,Mercedes-Benz,S-Class,New York, NY,0,2.0,Personal,Mercedes-Benz S-Class
49686,16588,"Secaucus,  NJ",2018,Audi,Q7,Secaucus, NJ,1,1.0,Personal,Audi Q7
10900,9040,"Hillside,  NJ",2017,Kia,Forte,Hillside, NJ,0,1.0,Personal,Kia Forte
14495,123686,"Elizabeth,  NJ",2016,Ford,Explorer,Elizabeth, NJ,1,1.0,Personal,Ford Explorer
12900,10618,"Hillside,  NJ",2019,Hyundai,Elantra,Hillside, NJ,0,1.0,Personal,Hyundai Elantra
9995,125102,"Brooklyn,  NY",2014,Toyota,Sienna,Brooklyn, NY,0,2.0,Personal,Toyota Sienna
5995,115116,"Long Island City,  NY",2011,Ford,Escape,Long Island City, NY,2,4.0,Fleet,Ford Escape
13642,42701,"Carlstadt,  NJ",2018,Chevrolet,Malibu,Carlstadt, NJ,0,1.0,Fleet,Chevrolet Malibu
16428,39284,"Hillside,  NJ",2017,Nissan,Rogue,Hillside, NJ,0,1.0,Personal,Nissan Rogue
42999,7221,"Union,  NJ",2019,Mercedes-Benz,GLC,Union, NJ,0,1.0,Personal,Mercedes-Benz GLC
42999,5969,"Union,  NJ",2019,Mercedes-Benz,GLC,Union, NJ,0,1.0,Personal,Mercedes-Benz GLC
43862,4698,"Paramus,  NJ",2020,Mercedes-Benz,GLC,Paramus, NJ,0,1.0,Personal,Mercedes-Benz GLC
24995,33564,"Hasbrouck Heights,  NJ",2016,Volvo,XC60,Hasbrouck Heights, NJ,0,1.0,Personal,Volvo XC60
19990,52323,"New York,  NY",2017,Ford,Edge,New York, NY,0,2.0,Fleet,Ford Edge
17495,48889,"Hackensack,  NJ",2017,Ford,Escape,Hackensack, NJ,0,1.0,Personal,Ford Escape
22097,29977,"New York,  NY",2019,Nissan,Maxima,New York, NY,0,1.0,Personal,Nissan Maxima
10255,35864,"Yonkers,  NY",2017,Nissan,Sentra,Yonkers, NY,2,2.0,Personal,Nissan Sentra
15590,37125,"New York,  NY",2017,Chevrolet,Equinox,New York, NY,0,2.0,Personal,Chevrolet Equinox
22900,49783,"Elmhurst,  NY",2017,Toyota,Highlander,Elmhurst, NY,0,1.0,Personal,Toyota Highlander
20590,42850,"New York,  NY",2017,BMW,X3,New York, NY,0,2.0,Personal,BMW X3
29995,18117,"Hackensack,  NJ",2019,Ford,Transit Passenger Wagon,Hackensack, NJ,0,1.0,Personal,Ford Transit Passenger Wagon
14997,28605,"Jersey City,  NJ",2019,Nissan,Sentra,Jersey City, NJ,0,1.0,Personal,Nissan Sentra
14905,29540,"Elizabeth,  NJ",2017,Honda,Accord,Elizabeth, NJ,1,1.0,Personal,Honda Accord
16890,37298,"Valley Stream,  NY",2019,Jeep,Compass,Valley Stream, NY,0,1.0,Fleet,Jeep Compass
15500,24694,"Old Bridge,  NJ",2017,Honda,Civic,Old Bridge, NJ,0,1.0,Personal,Honda Civic
22990,35725,"New York,  NY",2017,Toyota,Highlander,New York, NY,0,1.0,Personal,Toyota Highlander
13895,34122,"Rahway,  NJ",2017,Ford,Escape,Rahway, NJ,0,1.0,Fleet,Ford Escape
16777,95426,"Hillside,  NJ",2014,Mercedes-Benz,GL,Hillside, NJ,0,2.0,Personal,Mercedes-Benz GL
17995,43266,"Paramus,  NJ",2017,Honda,Accord,Paramus, NJ,0,1.0,Personal,Honda Accord
13951,50104,"Woodside,  NY",2017,Honda,Accord,Woodside, NY,0,1.0,Fleet,Honda Accord
33998,31193,"New York,  NY",2017,Volvo,XC90,New York, NY,0,1.0,Personal,Volvo XC90
18501,67566,"Mahwah,  NJ",2017,GMC,Acadia,Mahwah, NJ,0,1.0,Personal,GMC Acadia
10995,128423,"Ridgewood,  NY",2010,Jeep,Wrangler,Ridgewood, NY,2,3.0,Fleet,Jeep Wrangler
19990,35573,"New York,  NY",2017,Nissan,Murano,New York, NY,0,1.0,Fleet,Nissan Murano
38490,9575,"New York,  NY",2018,Lexus,RX,New York, NY,0,1.0,Personal,Lexus RX
9995,113245,"Union City,  NJ",2006,Toyota,4Runner,Union City, NJ,0,4.0,Personal,Toyota 4Runner
16590,31627,"New York,  NY",2016,BMW,i3,New York, NY,0,2.0,Personal,BMW i3
11988,41749,"Green Brook,  NJ",2018,Toyota,Corolla,Green Brook, NJ,0,2.0,Personal,Toyota Corolla
33797,20126,"New York,  NY",2020,Buick,Enclave,New York, NY,0,1.0,Personal,Buick Enclave
8995,92517,"Newark,  NJ",2010,Nissan,Maxima,Newark, NJ,1,4.0,Fleet,Nissan Maxima
16942,26484,"Carlstadt,  NJ",2017,Subaru,Impreza,Carlstadt, NJ,1,1.0,Personal,Subaru Impreza
9999,79402,"Irvington,  NJ",2016,Nissan,Altima,Irvington, NJ,1,1.0,Fleet,Nissan Altima
14999,76382,"Elmhurst,  NY",2014,Lexus,ES,Elmhurst, NY,0,2.0,Personal,Lexus ES
89995,33453,"Newark,  NJ",2014,Audi,R8,Newark, NJ,0,3.0,Fleet,Audi R8
9900,30831,"Bayonne,  NJ",2017,Kia,Forte,Bayonne, NJ,0,1.0,Fleet,Kia Forte
40901,27029,"New York,  NY",2017,Mercedes-Benz,GLE,New York, NY,0,1.0,Personal,Mercedes-Benz GLE
31900,35777,"Kearny,  NJ",2017,Jaguar,F-PACE,Kearny, NJ,0,1.0,Personal,Jaguar F-PACE
5795,137217,"Belleville,  NJ",2011,Jeep,Compass,Belleville, NJ,1,3.0,Personal,Jeep Compass
17990,15832,"Brooklyn,  NY",2020,Nissan,Altima,Brooklyn, NY,0,1.0,Personal,Nissan Altima
28945,48486,"Hasbrouck Heights,  NJ",2016,Mercedes-Benz,Sprinter Passenger Van,Hasbrouck Heights, NJ,0,1.0,Personal,Mercedes-Benz Sprinter Passenger Van
12942,77442,"Carlstadt,  NJ",2015,BMW,3 Series,Carlstadt, NJ,1,3.0,Fleet,BMW 3 Series
11900,116237,"Kearny,  NJ",2012,Ford,Econoline Wagon,Kearny, NJ,0,3.0,Personal,Ford Econoline Wagon
21888,36245,"Long Island City,  NY",2017,Ford,Explorer,Long Island City, NY,1,1.0,Fleet,Ford Explorer
17995,68129,"Hasbrouck Heights,  NJ",2017,BMW,3 Series,Hasbrouck Heights, NJ,0,2.0,Personal,BMW 3 Series
11900,31672,"Hillside,  NJ",2017,Chevrolet,Malibu,Hillside, NJ,0,1.0,Fleet,Chevrolet Malibu
17900,55997,"Kearny,  NJ",2016,Ford,Econoline Commercial Cutaway,Kearny, NJ,1,1.0,Personal,Ford Econoline Commercial Cutaway
18890,23664,"Elmhurst,  NY",2019,Honda,Accord,Elmhurst, NY,0,1.0,Personal,Honda Accord
23942,15768,"Carlstadt,  NJ",2017,Land,Rover Discovery Sport,Carlstadt, NJ,1,2.0,Personal,Land Rover Discovery Sport
14990,46137,"Elmhurst,  NY",2014,Lexus,RX,Elmhurst, NY,0,3.0,Fleet,Lexus RX
29995,51697,"Teterboro,  NJ",2017,BMW,X5,Teterboro, NJ,0,1.0,Personal,BMW X5
