car_name,price,millage,location,history
2017 Mercedes-Benz GLC,"$39,901","30,134 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$17,016","28,335 miles","10 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2007 Nissan Sentra,"$2,995","137,363 miles","9.8 mi - Elmhurst, NY","No accidents, 3 Owners, Personal use"
2005 Honda Civic,"$3,247","154,991 miles","11 mi - Verona, NJ","1 accident, 1 Owner, Personal use"
2020 BMW 3 Series,"$42,994","4,674 miles","21 mi - Morristown, NJ","No accidents, 1 Owner, Personal use"
2017 Cadillac XT5,"$25,900","29,973 miles","18 mi - Florham Park, NJ","No accidents, 2 Owners, Personal use"
2009 Lexus IS,"$7,995","108,077 miles","10 mi - Union, NJ","No accidents, 4 Owners, Fleet use"
2019 Lexus RX,"$39,490","5,635 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2015 Nissan Pathfinder,"$14,886","52,059 miles","24 mi - Blauvelt, NY","No accidents, 3 Owners, Personal use"
2017 Honda Accord,"$12,905","34,587 miles","9.2 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2015 BMW X5,"$19,999","93,016 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Fleet use"
2014 BMW X5,"$18,995","90,068 miles","8.3 mi - Brooklyn, NY","1 accident, 4 Owners, Fleet use"
2017 Lexus ES,"$24,344","32,099 miles","13 mi - Englewood, NJ","No accidents, 1 Owner, Personal use"
2019 Mitsubishi Outlander,"$16,897","28,319 miles","1.7 mi - Jersey City, NJ","No accidents, 1 Owner, Personal use"
2018 Audi A5,"$30,686","15,276 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2009 BMW 5 Series,"$8,972","98,629 miles","1.3 mi - Jersey City, NJ","1 accident, 2 Owners, Fleet use"
2013 Honda Civic,"$5,999","143,095 miles","8.7 mi - Teterboro, NJ","2 accidents, 2 Owners, Personal use"
2019 Toyota Camry,"$18,590","12,293 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Toyota RAV4,"$20,999","25,805 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2018 Toyota RAV4,"$17,900","21,661 miles","21 mi - North Plainfield, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$14,900","26,602 miles","22 mi - Old Bridge, NJ","No accidents, 1 Owner, Personal use"
2019 Nissan Rogue,"$18,900","13,057 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2018 Jeep Grand Cherokee,"$25,888","9,991 miles","8.2 mi - Long Island City, NY","No accidents, 1 Owner, Fleet use"
2017 Honda Civic,"$19,333","28,631 miles","15 mi - Tenafly, NJ","No accidents, 1 Owner, Personal use"
2007 Ford Econoline Commercial Cutaway,"$11,900","82,111 miles","8.8 mi - Hasbrouck Heights, NJ","3 accidents, 1 Owner, Personal use"
2019 Chevrolet Impala,"$18,990","25,399 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2006 Mercedes-Benz M-Class,"$4,995","143,000 miles","7.1 mi - Staten Island, NY","No accidents, 6 Owners, Personal use"
2017 Audi Q7,"$32,286","41,418 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2017 Toyota Camry,"$15,999","32,509 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2017 Ford Explorer,"$27,136","27,903 miles","21 mi - Keyport, NJ","No accidents, 1 Owner, Personal use"
2017 Ford Edge,"$19,990","24,502 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Fleet use"
2017 Ford Escape,"$18,500","33,839 miles","23 mi - Butler, NJ","No accidents, 1 Owner, Fleet use"
2017 Honda Accord,"$18,995","17,234 miles","24 mi - Edison, NJ","No accidents, 1 Owner, Personal use"
2013 Toyota Venza,"$8,995","72,282 miles","9.6 mi - Ridgewood, NY","2 accidents, 2 Owners, Fleet use"
2012 Scion tC,"$4,999","124,334 miles","13 mi - Paterson, NJ","1 accident, 2 Owners, Personal use"
2015 Ford Edge,"$19,459","11,265 miles","12 mi - Hackensack, NJ","No accidents, 1 Owner, Fleet use"
2018 Chevrolet Malibu,"$13,448","46,287 miles","7.9 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2018 Nissan Sentra,"$10,900","38,694 miles","18 mi - Florham Park, NJ","No accidents, 1 Owner, Personal use"
2016 BMW 4 Series,"$18,295","55,152 miles","11 mi - Saddle Brook, NJ","No accidents, 1 Owner, Personal use"
2014 Volkswagen Passat,"$10,990","45,094 miles","3.5 mi - New York, NY","No accidents, 3 Owners, Personal use"
2012 Mercedes-Benz E-Class,"$11,999","87,201 miles","17 mi - Jamaica, NY","No accidents, 2 Owners, Personal use"
2017 Honda Civic,"$14,000","33,810 miles","22 mi - Old Bridge, NJ","1 accident, 1 Owner, Personal use"
2013 Ford Fusion,"$6,995","113,900 miles","11 mi - Garfield, NJ","No accidents, 3 Owners, Fleet use"
2017 Mercedes-Benz GLE,"$59,901","11,586 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Volvo XC60,"$26,949","18,820 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2009 Subaru Impreza,"$6,677","100,267 miles","7.5 mi - Bloomfield, NJ","No accidents, 2 Owners, Fleet use"
2017 Porsche 911,"$80,995","26,738 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2013 Ford Fusion,"$9,942","85,687 miles","6.2 mi - Carlstadt, NJ","No accidents, 3 Owners, Fleet use"
2012 Jeep Grand Cherokee,"$24,995","119,125 miles","4.3 mi - Newark, NJ","1 accident, 5 Owners, Personal use"
2010 Mitsubishi Lancer,"$5,499","128,559 miles","4.1 mi - Union City, NJ","No accidents, 4 Owners, Personal use"
2017 Mercedes-Benz S-Class,"$62,901","27,112 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2020 Volvo V60 Cross Country,"$36,798","6,715 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2015 Honda Accord,"$14,542","20,132 miles","6.2 mi - Carlstadt, NJ","No accidents, 2 Owners, Personal use"
2016 Mercedes-Benz AMG GT,"$83,806","8,245 miles","5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2019 Audi A5,"$38,286","5,386 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2015 BMW 4 Series,"$17,995","64,155 miles","4.3 mi - Newark, NJ","No accidents, 1 Owner, Fleet use"
2018 Mercedes-Benz S-Class,"$116,901","37,568 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2016 Ford Transit Connect Wagon,"$9,990","93,406 miles","5.5 mi - Newark, NJ","No accidents, 1 Owner, Fleet use"
2019 Toyota Camry,"$20,398","32,266 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2017 Mercedes-Benz C-Class,"$21,995","48,892 miles","2.9 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2017 Mercedes-Benz GLS,"$49,901","26,759 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Toyota Camry,"$20,498","30,278 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2016 Mercedes-Benz GLC,"$22,995","70,937 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Personal use"
2017 Hyundai Elantra,"$8,900","36,542 miles","8.2 mi - Hillside, NJ","2 accidents, 1 Owner, Personal use"
2008 Subaru Tribeca,"$7,495","118,378 miles","5.4 mi - Bayonne, NJ","No accidents, 2 Owners, Personal use"
2011 Mercedes-Benz GL,"$16,995","58,515 miles","5.4 mi - Bayonne, NJ","No accidents, 3 Owners, Fleet use"
2018 Volvo XC60,"$34,727","34,937 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Porsche 911,"$105,995","2,932 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2016 Mazda CX-5,"$15,985","85,220 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Personal use"
2015 Hyundai Genesis,"$17,900","62,074 miles","4.3 mi - Kearny, NJ","No accidents, 2 Owners, Fleet use"
2017 Jeep Grand Cherokee,"$26,895","29,989 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2016 Mercedes-Benz GLA,"$22,999","30,982 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Fleet use"
2017 Jeep Grand Cherokee,"$26,990","30,898 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2018 Honda Accord,"$17,995","90,750 miles","8 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2008 Bentley Azure,"$105,995","15,470 miles","4.8 mi - New York, NY","No accidents, 4 Owners, Personal use"
2013 Ford Taurus,"$7,899","97,039 miles","5.1 mi - Newark, NJ","1 accident, 2 Owners, Personal use"
2009 Lincoln Town Car,"$9,472","106,391 miles","1.3 mi - Jersey City, NJ","No accidents, 2 Owners, Personal use"
2014 Volkswagen Passat,"$6,495","90,991 miles","5.6 mi - Newark, NJ","2 accidents, 2 Owners, Personal use"
2016 Jeep Grand Cherokee,"$21,895","14,392 miles","4.8 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Volvo S90,"$27,505","28,449 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2015 Honda Civic,"$12,999","49,451 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Fleet use"
2007 Mercedes-Benz S-Class,"$10,500","115,967 miles","8 mi - Long Island City, NY","No accidents, 5 Owners, Fleet use"
2019 Volvo XC90,"$39,995","22,501 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Mitsubishi Outlander,"$17,697","18,236 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2016 Honda Odyssey,"$12,999","77,828 miles","5.1 mi - Newark, NJ","No accidents, 1 Owner, Personal use"
2009 BMW 3 Series,"$7,500","88,915 miles","4.3 mi - Kearny, NJ","1 accident, 4 Owners, Personal use"
2011 BMW X3,"$13,995","65,538 miles","2.9 mi - Union City, NJ","No accidents, 2 Owners, Personal use"
2018 Volvo XC90,"$36,900","34,069 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Mercedes-Benz C-Class,"$89,901",487 miles,"5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2009 BMW 3 Series,"$5,399","149,989 miles","7.3 mi - Brooklyn, NY","3 accidents, 3 Owners, Personal use"
2017 Toyota RAV4,"$20,999","25,805 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$18,988","39,316 miles","7.5 mi - Bloomfield, NJ","No accidents, 2 Owners, Personal use"
2017 Mercedes-Benz E-Class,"$38,901","12,925 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Subaru Forester,"$19,999","22,214 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Personal use"
2016 Ford Focus,"$9,999","41,310 miles","5.7 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2015 Honda Accord,"$14,995","54,326 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Personal use"
2017 Toyota Camry,"$15,999","32,509 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2014 Ford Explorer,"$13,495","98,393 miles","5.6 mi - Newark, NJ","No accidents, 3 Owners, Personal use"
2015 Ford Mustang,"$13,942","62,542 miles","6.2 mi - Carlstadt, NJ","No accidents, 4 Owners, Fleet use"
2010 Mercedes-Benz S-Class,"$16,656","80,248 miles","7.5 mi - Bloomfield, NJ","1 accident, 3 Owners, Fleet use"
2014 Volkswagen Jetta,"$6,742","62,616 miles","6.2 mi - Carlstadt, NJ","No accidents, 3 Owners, Personal use"
2019 Ford Flex,"$26,497","24,759 miles","4.6 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Toyota Camry,"$20,398","30,895 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2015 BMW 5 Series,"$15,999","78,173 miles","2.5 mi - Union City, NJ","No accidents, 3 Owners, Fleet use"
2017 Ford Explorer,"$22,990","44,737 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2017 Lexus RX,"$28,987","33,850 miles","22 mi - Larchmont, NY","No accidents, 1 Owner, Personal use"
2007 Ford Econoline Cargo Van,"$4,800","160,150 miles","9.6 mi - Elmhurst, NY","1 accident, 3 Owners, Fleet use"
2017 Honda Civic,"$15,895","8,701 miles","13 mi - Paramus, NJ","No accidents, 1 Owner, Personal use"
2007 Dodge Ram 3500,"$8,599","160,446 miles","9.7 mi - Garfield, NJ","No accidents, 2 Owners, Personal use"
2010 Chevrolet Impala,"$2,699","136,196 miles","9.7 mi - Garfield, NJ","No accidents, 4 Owners, Personal use"
2006 Dodge Ram 2500,"$8,999","139,907 miles","9.7 mi - Garfield, NJ","1 accident, 1 Owner, Personal use"
2019 Hyundai Tucson,"$14,495","31,014 miles","5.4 mi - Bayonne, NJ","No accidents, 1 Owner, Personal use"
2009 Lexus ES,"$7,799","105,097 miles","8.8 mi - Hasbrouck Heights, NJ","2 accidents, 3 Owners, Personal use"
2017 Lexus ES,"$24,891","22,502 miles","22 mi - Larchmont, NY","No accidents, 1 Owner, Personal use"
2019 Toyota Camry,"$17,500","31,671 miles","8.2 mi - Hillside, NJ","1 accident, 1 Owner, Personal use"
2019 Dodge Charger,"$25,900","26,533 miles","13 mi - Rahway, NJ","No accidents, 1 Owner, Personal use"
2010 Ford F-150,"$9,495","111,121 miles","5.6 mi - Newark, NJ","No accidents, 3 Owners, Personal use"
2017 Lexus ES,"$24,995","18,416 miles","23 mi - Ramsey, NJ","No accidents, 1 Owner, Personal use"
2017 Lexus RX,"$30,447","23,171 miles","22 mi - Larchmont, NY","No accidents, 1 Owner, Personal use"
2017 Ford Fusion,"$12,995","29,629 miles","9.4 mi - Brooklyn, NY","1 accident, 1 Owner, Personal use"
2017 Mercedes-Benz GLE,"$72,495","19,457 miles","12 mi - Union, NJ","No accidents, 1 Owner, Personal use"
2018 Nissan Altima,"$13,988","37,119 miles","20 mi - Yonkers, NY","No accidents, 1 Owner, Personal use"
2016 Ford Fusion,"$7,965","111,407 miles","12 mi - Vauxhall, NJ","No accidents, 2 Owners, Personal use"
2017 Nissan Rogue,"$16,225","45,432 miles","11 mi - Hackensack, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Civic,"$12,785","32,398 miles","18 mi - Elmont, NY","No accidents, 1 Owner, Fleet use"
2019 Ford Fusion,"$14,900","37,191 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2017 Jeep Grand Cherokee,"$24,391","58,351 miles","8.9 mi - Little Ferry, NJ","1 accident, 2 Owners, Personal use"
2017 Ford Explorer,"$21,590","54,791 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Fleet use"
2017 Lexus ES,"$23,759","35,425 miles","23 mi - Ramsey, NJ","No accidents, 1 Owner, Personal use"
2017 Lincoln MKC,"$18,999","40,390 miles","13 mi - Englewood, NJ","No accidents, 2 Owners, Personal use"
2017 Kia Optima,"$10,995","129,982 miles","4.3 mi - Newark, NJ","No accidents, 1 Owner, Personal use"
2013 Volkswagen Passat,"$10,590","48,617 miles","3.5 mi - New York, NY","No accidents, 4 Owners, Personal use"
2017 Ford Fusion,"$14,990","21,732 miles","3.5 mi - New York, NY","No accidents, 2 Owners, Personal use"
2011 Volvo C70,"$8,973","101,516 miles","1.3 mi - Jersey City, NJ","No accidents, 3 Owners, Personal use"
2019 Toyota Camry,"$17,495","11,306 miles","8.2 mi - Long Island City, NY","1 accident, 1 Owner, Fleet use"
2014 Volkswagen Passat,"$11,590","58,591 miles","3.5 mi - New York, NY","No accidents, 4 Owners, Personal use"
2017 Hyundai Sonata,"$12,995","47,442 miles","2.9 mi - Union City, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Civic,"$13,490","36,875 miles","12 mi - Elmwood Park, NJ","No accidents, 2 Owners, Personal use"
2014 Volkswagen Passat,"$12,590","28,589 miles","3.5 mi - New York, NY","No accidents, 3 Owners, Personal use"
2017 Chevrolet Equinox,"$15,590","35,531 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2010 Kia Forte,"$3,972","133,186 miles","1.3 mi - Jersey City, NJ","No accidents, 2 Owners, Personal use"
2019 Kia Soul,"$15,297","24,433 miles","1.7 mi - Jersey City, NJ","No accidents, 1 Owner, Personal use"
2017 Jeep Grand Cherokee,"$20,990","33,684 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Fleet use"
2017 Nissan Sentra,"$10,988","40,525 miles","8.2 mi - Long Island City, NY","No accidents, 2 Owners, Personal use"
2020 Mercedes-Benz GLC,"$41,461","4,677 miles","17 mi - Paramus, NJ","No accidents, 1 Owner, Personal use"
2020 Mercedes-Benz C-Class,"$40,671","3,872 miles","17 mi - Paramus, NJ","No accidents, 1 Owner, Personal use"
2010 Ford Transit Connect Van,"$5,800","112,908 miles","9.6 mi - Elmhurst, NY","No accidents, 6 Owners, Personal use"
2019 Nissan Sentra,"$11,888","15,323 miles","14 mi - Jamaica, NY","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$13,881","31,974 miles","15 mi - Avenel, NJ","No accidents, 1 Owner, Personal use"
2019 Cadillac XTS,"$26,990","17,313 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Lexus RX,"$39,990","7,686 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Audi S3,"$31,686","26,739 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2014 Ford Explorer,"$11,495","100,098 miles","7.8 mi - Elizabeth, NJ","No accidents, 1 Owner, Personal use"
2017 Ford Explorer,"$25,495","32,369 miles","12 mi - Hackensack, NJ","No accidents, 1 Owner, Personal use"
2011 Audi Q5,"$9,995","80,898 miles","11 mi - Saddle Brook, NJ","No accidents, 3 Owners, Personal use"
2017 Ford Fusion,"$13,990","29,910 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Ford Escape,"$15,490","46,024 miles","19 mi - Watchung, NJ","No accidents, 1 Owner, Personal use"
2017 Toyota Camry,"$15,208","29,879 miles","7.9 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2013 Acura ILX,"$8,895","124,095 miles","11 mi - Verona, NJ","No accidents, 1 Owner, Personal use"
2014 Mercedes-Benz CLA,"$12,999","63,718 miles","11 mi - Brooklyn, NY","No accidents, 3 Owners, Personal use"
2017 Honda Civic,"$12,980","12,395 miles","15 mi - Avenel, NJ","1 accident, 1 Owner, Personal use"
2020 BMW X2,"$33,994","4,803 miles","21 mi - Morristown, NJ","No accidents, 1 Owner, Personal use"
2017 Toyota RAV4,"$18,598","19,708 miles","19 mi - Valley Stream, NY","1 accident, 1 Owner, Personal use"
2019 Jeep Compass,"$18,500","20,000 miles","4.4 mi - Bayonne, NJ","No accidents, 2 Owners, Fleet use"
2017 Toyota RAV4,"$20,500","17,258 miles","13 mi - Bronx, NY","No accidents, 1 Owner, Personal use"
2016 Mercedes-Benz Sprinter Passenger Van,"$28,945","48,486 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2019 Audi A4,"$33,286","4,361 miles","4.7 mi - Secaucus, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$15,295","33,115 miles","11 mi - Union, NJ","No accidents, 1 Owner, Personal use"
2017 Jeep Grand Cherokee,"$25,404","29,907 miles","22 mi - Hazlet, NJ","No accidents, 1 Owner, Personal use"
2017 Jeep Grand Cherokee,"$20,990","36,300 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 BMW X3,"$17,995","69,162 miles","15 mi - Colonia, NJ","No accidents, 1 Owner, Personal use"
2017 Chevrolet Cruze,"$12,990","22,239 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Lexus RX,"$40,990","9,079 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2018 Kia Soul,"$10,993","43,109 miles","14 mi - Jamaica, NY","No accidents, 1 Owner, Personal use"
2012 Ford Econoline Wagon,"$8,995","163,331 miles","9.6 mi - Ridgewood, NY","No accidents, 2 Owners, Personal use"
2011 GMC Acadia,"$9,495","89,362 miles","21 mi - Middletown, NJ","2 accidents, 4 Owners, Personal use"
2017 BMW 3 Series,"$17,995","68,129 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 2 Owners, Personal use"
2013 Volkswagen Passat,"$10,590","54,130 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Audi Q5,"$19,750","43,672 miles","15 mi - Avenel, NJ","No accidents, 1 Owner, Personal use"
2017 Honda Accord,"$16,100","21,000 miles","22 mi - Old Bridge, NJ","No accidents, 1 Owner, Personal use"
2012 Jeep Grand Cherokee,"$11,995","97,465 miles","4.3 mi - Newark, NJ","No accidents, 2 Owners, Personal use"
2017 Ram 1500,"$11,999","103,255 miles","11 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2018 Nissan Altima,"$11,495","42,308 miles","5.4 mi - Bayonne, NJ","No accidents, 1 Owner, Personal use"
2001 Chevrolet S-10,"$3,581","88,288 miles","5.1 mi - New York, NY","No accidents, 5 Owners, Personal use"
2017 Nissan Rogue,"$12,489","54,794 miles","8.4 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2014 Volkswagen Passat,"$10,990","53,417 miles","3.5 mi - New York, NY","No accidents, 3 Owners, Personal use"
2005 Chevrolet Trailblazer,"$2,699","167,012 miles","9.7 mi - Garfield, NJ","No accidents, 2 Owners, Personal use"
2018 Audi Q5,"$28,886","29,380 miles","4.7 mi - Secaucus, NJ","No accidents, 2 Owners, Personal use"
2017 Lexus ES,"$23,599","25,055 miles","23 mi - Ramsey, NJ","1 accident, 1 Owner, Personal use"
2017 Chevrolet Traverse,"$16,942","59,871 miles","6.2 mi - Carlstadt, NJ","2 accidents, 2 Owners, Personal use"
2015 Kia Optima,"$9,949","44,916 miles","20 mi - Yonkers, NY","No accidents, 3 Owners, Personal use"
2014 Volkswagen Passat,"$7,995","83,912 miles","10 mi - Union, NJ","1 accident, 1 Owner, Personal use"
2017 Jeep Wrangler,"$32,788","10,791 miles","16 mi - Bayside, NY","No accidents, 2 Owners, Personal use"
2008 Chrysler Town & Country,"$3,995","122,327 miles","9.8 mi - Elmhurst, NY","3 accidents, 5 Owners, Personal use"
2018 Mercedes-Benz GLE,"$35,939","41,154 miles","12 mi - Englewood, NJ","No accidents, 1 Owner, Personal use"
2013 Ford Econoline Wagon,"$9,900","140,075 miles","8.2 mi - Hillside, NJ","No accidents, 2 Owners, Personal use"
2016 Nissan Rogue,"$15,988","41,803 miles","7.5 mi - Bloomfield, NJ","No accidents, 1 Owner, Fleet use"
2012 Chevrolet Traverse,"$6,995","117,212 miles","11 mi - Saddle Brook, NJ","No accidents, 2 Owners, Personal use"
2015 Chevrolet Equinox,"$10,575","81,449 miles","21 mi - Keyport, NJ","No accidents, 1 Owner, Personal use"
2017 Toyota RAV4,"$19,998","18,642 miles","7.1 mi - Brooklyn, NY","No accidents, 1 Owner, Personal use"
2013 Mercedes-Benz GLK,"$12,150","72,513 miles","15 mi - Avenel, NJ","No accidents, 2 Owners, Personal use"
2017 Nissan Rogue,"$13,350","58,708 miles","16 mi - Bronx, NY","No accidents, 1 Owner, Personal use"
2017 Honda Civic,"$15,795","11,824 miles","13 mi - Paramus, NJ","No accidents, 1 Owner, Personal use"
2017 Nissan Rogue,"$11,898","57,658 miles","20 mi - Yonkers, NY","1 accident, 2 Owners, Fleet use"
2008 Toyota Tundra,"$6,899","177,602 miles","9.7 mi - Garfield, NJ","No accidents, 1 Owner, Personal use"
2018 Chevrolet Equinox,"$17,590","25,422 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2004 Chevrolet Tahoe,"$5,450","158,210 miles","5.7 mi - Brooklyn, NY","1 accident, 6 Owners, Personal use"
2017 Ford Explorer,"$26,000","22,500 miles","23 mi - Butler, NJ","No accidents, 1 Owner, Personal use"
2019 Lexus RX,"$40,495","7,012 miles","4.7 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Ford Expedition,"$47,415","30,654 miles","8.8 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2017 Chevrolet Malibu,"$15,900","31,442 miles","12 mi - Forest Hills, NY","1 accident, 1 Owner, Personal use"
2017 Nissan Rogue,"$12,995","29,723 miles","8.4 mi - Long Island City, NY","1 accident, 1 Owner, Personal use"
2009 Jeep Liberty,"$4,995","166,228 miles","11 mi - Garfield, NJ","No accidents, 3 Owners, Personal use"
2019 Ram 1500,"$29,990","30,808 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2019 Nissan Rogue,"$18,310","32,199 miles","0.6 mi - Jersey City, NJ","No accidents, 1 Owner, Personal use"
2017 Chevrolet Equinox,"$19,871","24,609 miles","17 mi - Hawthorne, NJ","No accidents, 1 Owner, Personal use"
2017 BMW X5,"$29,995","51,697 miles","8.7 mi - Teterboro, NJ","No accidents, 1 Owner, Personal use"
2017 Subaru WRX,"$19,990","30,653 miles","10 mi - Elmhurst, NY","No accidents, 1 Owner, Personal use"
2017 Ford Explorer,"$21,990","42,375 miles","3.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Mercedes-Benz C-Class,"$19,750","27,692 miles","15 mi - Avenel, NJ","1 accident, 1 Owner, Personal use"
2020 Land Rover Discovery Sport,"$35,995","4,507 miles","22 mi - Edison, NJ","No accidents, 1 Owner, Personal use"
2016 Mazda CX-5,"$15,900","27,651 miles","17 mi - Wayne, NJ","No accidents, 2 Owners, Personal use"
2009 Toyota Camry,"$4,995","128,427 miles","10 mi - Lodi, NJ","3 accidents, 7 Owners, Personal use"
2015 Maserati GranTurismo,"$48,500","29,090 miles","4.8 mi - New York, NY","No accidents, 2 Owners, Personal use"
2017 Acura TLX,"$14,905","29,103 miles","9.2 mi - Elizabeth, NJ","1 accident, 1 Owner, Personal use"
2017 Honda Civic,"$12,995","34,451 miles","7.8 mi - Elizabeth, NJ","No accidents, 2 Owners, Personal use"
2017 Nissan Rogue,"$12,891","40,860 miles","8.2 mi - Long Island City, NY","No accidents, 1 Owner, Personal use"
2016 Kia Soul,"$9,500","40,823 miles","8.2 mi - Hillside, NJ","1 accident, 1 Owner, Personal use"
2019 Audi A5,"$38,392","5,819 miles","4.7 mi - Secaucus, NJ","1 accident, 1 Owner, Personal use"
2017 Mercedes-Benz GLC,"$35,801","16,482 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2017 Volvo S60,"$16,998","32,065 miles","8.3 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2019 Mitsubishi Outlander Sport,"$13,995","6,797 miles","5.7 mi - Newark, NJ","1 accident, 1 Owner, Fleet use"
2019 Mercedes-Benz GLS,"$74,901","19,319 miles","5 mi - New York, NY","No accidents, 1 Owner, Personal use"
2016 Ford Explorer,"$19,999","52,047 miles","2.5 mi - Union City, NJ","No accidents, 2 Owners, Fleet use"
2016 Volvo XC60,"$14,542","61,060 miles","6.2 mi - Carlstadt, NJ","No accidents, 1 Owner, Personal use"
2014 Honda CR-V,"$10,998","87,749 miles","8.3 mi - Hasbrouck Heights, NJ","No accidents, 1 Owner, Personal use"
2019 Ford Fiesta,"$9,900","9,304 miles","8.2 mi - Hillside, NJ","No accidents, 1 Owner, Personal use"
2018 Volvo S90,"$31,998","19,181 miles","4.5 mi - New York, NY","No accidents, 1 Owner, Personal use"
